user_id,mpin,pin_length,dob_self,dob_spouse,dob_pet,anniversary_date,label,reason_if_weak,jumbled_self,jumbled_spouse,jumbled_pet,jumbled_anniversary
U0250,8705,4,1987-01-05,1991-03-09,2019-08-17,2012-03-28,WEAK,DEMOGRAPHIC_SELF,1987|0105|8705|8701|0501,0309|9103|0903|9109|1991,0817|1708|2019|1908|1917,1203|2012|2803|0328|1228
U0251,0000,4,1996-08-21,1993-10-23,2013-10-10,2013-06-05,WEAK,COMMON_PATTERN,0821|1996|9621|9608|2108,2310|1993|1023|9310|9323,1010|1310|2013,2013|0506|0605|1305|1306
U0252,9910,4,2001-12-02,2005-06-06,2016-09-09,1999-05-10,WEAK,DEMOGRAPHIC_ANNIVERSARY,0102|0212|0112|1202|2001,0506|0606|2005,2016|1609|0909,0510|9910|1999|9905|1005
U0253,8781,4,1997-09-07,1995-07-01,2020-12-08,2008-02-17,STRONG,,9707|9709|1997|0709|0907,9501|0107|9507|1995|0701,2008|2012|1208|0812|2020,0817|2008|0802|1702|0217
U0254,2403,4,1983-02-19,1982-07-09,2019-06-17,2019-11-22,STRONG,,1983|8302|8319|0219|1902,8209|1982|0709|0907|8207,1906|2019|1706|0617|1917,2019|1922|1122|2211|1911
U0255,7910,4,1991-02-24,1996-04-20,2011-10-14,2001-12-06,STRONG,,9102|9124|0224|1991|2402,9620|0420|2004|1996|9604,1410|1014|1110|2011|1114,1206|0112|0612|2001|0106
U0256,0216,4,1979-02-16,1981-08-24,2015-05-05,2013-08-27,WEAK,DEMOGRAPHIC_SELF,1602|7916|7902|0216|1979,1981|8108|8124|2408|0824,1505|0505|2015,2708|1327|2013|1308|0827
U0257,1873,4,1983-07-10,1987-03-23,2024-01-10,2004-12-01,STRONG,,1007|1983|0710|8310|8307,1987|8723|2303|0323|8703,2410|1001|2401|2024|0110,1201|2004|0401|0112|0412
U0258,9854,4,1991-09-29,1993-08-16,2022-07-19,2023-06-16,STRONG,,2909|9129|0929|9109|1991,9316|1608|1993|0816|9308,2207|2219|1907|2022|0719,1606|0616|2306|2316|2023
U0259,7609,4,1974-04-19,1976-09-12,2019-08-06,1999-11-21,WEAK,DEMOGRAPHIC_SPOUSE,7419|7404|1974|1904|0419,7609|1976|7612|0912|1209,1906|0806|2019|0608|1908,9921|2111|9911|1999|1121
U0260,2110,4,1982-10-27,1980-02-25,2014-03-11,2009-10-21,WEAK,DEMOGRAPHIC_ANNIVERSARY,8227|2710|1982|8210|1027,8025|1980|2502|0225|8002,0311|1103|1403|2014|1411,2009|0910|1021|0921|2110
U0261,1185,4,1998-11-15,2002-01-10,2021-10-13,2017-10-05,STRONG,,1511|1115|9811|1998|9815,0201|0210|1001|0110|2002,1310|2021|1013|2113|2110,0510|1705|1710|1005|2017
U0262,2004,4,1988-02-13,1986-03-01,2018-10-19,2004-10-26,WEAK,DEMOGRAPHIC_ANNIVERSARY,0213|1302|8802|8813|1988,8601|1986|8603|0301|0103,1810|1910|2018|1019|1819,0426|2004|0410|2610|1026
U0263,1111,4,2000-04-21,2002-05-12,2017-08-19,2022-06-06,WEAK,COMMON_PATTERN,0004|2104|0421|0021|2000,0212|1205|0512|0205|2002,1708|1908|0819|1719|2017,2206|0606|2022
U0264,1689,4,2001-05-01,1999-06-10,2017-10-11,2019-05-11,STRONG,,0101|0501|2001|0105,1006|1999|0610|9910|9906,1011|1110|1711|1710|2017,1905|2019|1105|0511|1911
U0265,1999,4,1972-04-25,1968-11-28,2020-06-08,1999-05-08,WEAK,DEMOGRAPHIC_ANNIVERSARY,7225|0425|1972|7204|2504,1128|1968|2811|6811|6828,0806|2006|0608|2008|2020,0508|0805|1999|9905|9908
U0266,8140,4,1971-02-02,1968-09-20,2010-08-02,2017-04-13,STRONG,,1971|0202|7102,1968|2009|6820|0920|6809,2010|0208|1008|1002|0802,0413|1704|1304|1713|2017
U0267,1234,4,1984-04-30,1981-11-11,2018-02-26,2020-07-11,WEAK,COMMON_PATTERN,8430|0430|3004|8404|1984,8111|1111|1981,2602|1826|1802|0226|2018,1107|0711|2011|2007|2020
U0268,1212,4,1986-01-24,1984-02-03,2022-02-07,1995-04-11,WEAK,COMMON_PATTERN,8601|1986|2401|8624|0124,0302|8402|8403|0203|1984,2207|0702|0207|2022|2202,9511|1995|0411|1104|9504
U0269,1212,4,2003-09-04,2004-11-03,2020-05-25,2017-04-14,WEAK,COMMON_PATTERN,0409|0904|0309|2003|0304,0311|2004|1103|0411|0403,2505|2020|2025|2005|0525,1714|1704|0414|1404|2017
U0270,7900,4,1971-12-15,1969-10-29,2013-06-27,2018-10-07,STRONG,,1971|7115|1512|1215|7112,1969|2910|6910|1029|6929,0627|2706|1327|2013|1306,1007|1807|0710|1810|2018
U0271,1227,4,2001-10-07,1999-09-26,2020-12-27,2023-10-22,WEAK,DEMOGRAPHIC_PET,1007|0107|0710|2001|0110,9909|0926|2609|9926|1999,2027|2012|1227|2712|2020,2310|2322|1022|2210|2023
U0272,2464,4,1973-06-26,1973-01-04,2011-12-29,2016-04-19,STRONG,,7326|1973|7306|0626|2606,7304|0401|0104|1973|7301,2912|1112|1129|2011|1229,2016|1604|1619|1904|0419
U0273,2580,4,1981-09-14,1984-08-01,2019-06-29,2005-08-24,WEAK,COMMON_PATTERN,8114|1409|1981|8109|0914,0108|8408|8401|0801|1984,1906|0629|2906|2019|1929,0524|0508|0824|2408|2005
U0274,6066,4,1970-06-18,1972-02-01,2017-07-03,2001-05-18,STRONG,,1970|7018|1806|7006|0618,7201|0102|0201|1972|7202,1707|1703|0703|2017|0307,0118|0105|2001|1805|0518
U0275,1603,4,1979-02-02,1980-09-28,2016-03-24,1997-12-11,WEAK,DEMOGRAPHIC_PET,1979|7902|0202,0928|2809|8009|8028|1980,2403|2016|1624|0324|1603,9712|1112|1997|9711|1211
U0276,9152,4,1981-10-13,1986-12-01,2012-07-10,2011-08-10,STRONG,,1310|1981|1013|8113|8110,8612|1201|8601|1986|0112,1007|1207|1210|0710|2012,0810|1108|1008|1110|2011
U0277,8603,4,1986-03-06,1987-08-18,2017-05-07,1999-10-07,WEAK,DEMOGRAPHIC_SELF,0306|1986|8606|8603|0603,8718|1987|8708|1808|0818,1707|1705|0507|0705|2017,1007|9907|0710|1999|9910
U0278,0905,4,1971-11-06,1968-05-09,2014-11-22,2003-10-29,WEAK,DEMOGRAPHIC_SPOUSE,7111|0611|1971|1106|7106,1968|6805|0905|6809|0509,1422|2014|1122|2211|1411,1029|0310|2910|0329|2003
U0279,0186,4,1994-12-18,1994-05-27,2017-02-18,1996-03-23,STRONG,,1218|9418|1994|1812|9412,9405|2705|0527|1994|9427,1802|1718|1702|0218|2017,1996|2303|9623|9603|0323
U0280,8924,4,1993-06-28,1989-09-24,2012-05-19,2005-02-19,WEAK,DEMOGRAPHIC_SPOUSE,2806|1993|9306|0628|9328,2409|8909|8924|0924|1989,1905|1219|1205|0519|2012,0502|0519|0219|1902|2005
U0281,1111,4,1976-04-03,1971-04-01,2019-04-11,2000-08-26,WEAK,COMMON_PATTERN,1976|7604|7603|0403|0304,1971|0401|7104|0104|7101,2019|0411|1104|1904|1911,0826|0026|2608|2000|0008
U0282,9703,4,1991-07-28,1992-04-28,2015-06-27,1997-03-13,WEAK,DEMOGRAPHIC_ANNIVERSARY,0728|2807|9107|1991|9128,9204|9228|1992|0428|2804,0627|2706|1506|1527|2015,9713|1303|1997|9703|0313
U0283,2000,4,2000-02-16,2001-08-26,2012-01-13,2004-08-16,WEAK,DEMOGRAPHIC_SELF,1602|0016|0216|2000|0002,0108|0826|0126|2608|2001,1201|1213|2012|1301|0113,2004|0416|0408|0816|1608
U0284,1307,4,1999-03-12,1997-07-29,2021-09-22,2013-07-02,WEAK,DEMOGRAPHIC_ANNIVERSARY,1203|1999|0312|9912|9903,2907|9729|9707|0729|1997,2021|0922|2109|2122|2209,1302|1307|2013|0702|0207
U0285,1371,4,1979-12-09,1982-07-07,2022-07-03,1997-12-02,STRONG,,0912|7909|7912|1979|1209,1982|0707|8207,2207|2203|0703|2022|0307,9712|0212|9702|1202|1997
U0286,7777,4,1992-03-28,1995-01-24,2013-04-20,2003-09-18,WEAK,COMMON_PATTERN,9228|2803|0328|1992|9203,9501|1995|9524|2401|0124,0420|2004|1320|2013|1304,0318|0918|0309|1809|2003
U0287,0564,4,1971-01-11,1972-03-20,2024-07-30,2021-08-02,STRONG,,7111|1971|7101|0111|1101,7203|0320|7220|1972|2003,2430|2407|0730|3007|2024,0208|2021|0802|2102|2108
U0288,3929,4,1971-10-08,1974-11-08,2012-01-27,2018-06-15,STRONG,,0810|1008|1971|7110|7108,1108|0811|1974|7408|7411,1201|0127|2012|1227|2701,1806|1815|1506|0615|2018
U0289,4987,4,2002-03-25,2006-04-21,2016-03-01,2006-06-30,STRONG,,0325|2002|0225|0203|2503,2006|2104|0421|0604|0621,2016|0301|1601|0103|1603,0606|3006|0630|2006
U0290,1805,4,1977-04-28,1972-07-21,2018-05-27,2003-04-06,WEAK,DEMOGRAPHIC_PET,7728|2804|0428|1977|7704,7207|2107|7221|1972|0721,2705|0527|2018|1805|1827,0306|0406|0604|2003|0304
U0291,0319,4,1990-02-02,1992-08-04,2019-04-02,2017-06-08,STRONG,,1990|9002|0202,9204|0804|0408|1992|9208,2019|1904|1902|0204|0402,1708|0806|1706|0608|2017
U0292,1971,4,1973-04-11,1971-12-21,2013-04-27,2006-12-13,WEAK,DEMOGRAPHIC_SPOUSE,7304|0411|1104|1973|7311,1221|1971|7121|2112|7112,1327|2013|0427|1304|2704,1213|2006|0613|1312|0612
U0293,7777,4,1998-01-06,2000-08-19,2011-11-03,2022-05-20,WEAK,COMMON_PATTERN,0601|1998|9806|0106|9801,0019|1908|0819|2000|0008,0311|1111|2011|1103,2220|2205|0520|2022|2005
U0294,5632,4,1989-09-17,1987-06-10,2015-03-13,2000-09-19,STRONG,,8909|8917|1709|0917|1989,1006|8706|1987|0610|8710,1303|1503|1513|0313|2015,0009|0919|0019|1909|2000
U0295,3481,4,2002-11-06,2003-10-05,2014-10-10,2021-05-22,STRONG,,0611|0211|1106|0206|2002,0510|0310|0305|1005|2003,1410|1010|2014,2205|2021|0522|2105|2122
U0296,2004,4,1975-07-09,1975-10-18,2019-04-29,2004-12-20,WEAK,DEMOGRAPHIC_ANNIVERSARY,1975|7507|0709|0907|7509,1975|7518|1018|1810|7510,2019|2904|0429|1929|1904,0420|2004|2012|0412|1220
U0297,0212,4,2002-03-13,2002-06-12,2010-03-10,2008-09-04,WEAK,DEMOGRAPHIC_SPOUSE,0213|1303|0203|0313|2002,0212|1206|0612|0206|2002,2010|1003|1010|0310,0804|0409|0809|0904|2008
U0298,7278,4,1996-01-25,1998-09-14,2017-05-05,2000-06-14,STRONG,,0125|2501|9601|1996|9625,1409|9814|1998|0914|9809,0505|1705|2017,1406|0006|0014|0614|2000
U0299,7401,4,1974-01-25,1976-05-08,2010-05-30,2022-05-16,WEAK,DEMOGRAPHIC_SELF,0125|7401|2501|7425|1974,7608|1976|0508|0805|7605,2010|3005|0530|1005|1030,2205|0516|2022|1605|2216
U0300,0125,4,1999-04-08,2003-05-23,2010-07-27,2004-01-04,STRONG,,0804|0408|9904|9908|1999,0523|2305|0305|0323|2003,2010|2707|1007|0727|1027,2004|0401|0104|0404
U0301,2014,4,2001-07-09,1998-06-14,2017-10-13,2014-03-30,WEAK,DEMOGRAPHIC_ANNIVERSARY,0107|2001|0109|0709|0907,1406|9814|9806|1998|0614,1310|1013|1713|1710|2017,3003|1403|1430|2014|0330
U0302,8078,4,1976-07-30,1977-05-09,2019-01-25,2009-06-12,STRONG,,1976|0730|7607|7630|3007,7709|7705|0905|0509|1977,0125|2019|2501|1901|1925,2009|0912|1206|0906|0612
U0303,4870,4,1977-05-19,1973-01-02,2013-06-24,2012-05-11,STRONG,,1905|7705|0519|7719|1977,0102|0201|1973|7302|7301,2013|1324|0624|1306|2406,1105|0511|1205|2012|1211
U0304,9811,4,2003-06-03,1998-06-11,2023-01-05,1998-01-29,WEAK,DEMOGRAPHIC_SPOUSE,0303|0306|2003|0603,0611|9811|9806|1998|1106,0105|2305|2301|0501|2023,0129|2901|1998|9801|9829
U0305,7777,4,1978-07-25,1982-12-11,2013-08-14,2017-08-02,WEAK,COMMON_PATTERN,0725|7807|1978|7825|2507,8212|8211|1112|1982|1211,1314|1408|0814|2013|1308,1708|0208|0802|1702|2017
U0306,6030,4,1982-08-08,1986-03-24,2012-12-15,1997-10-25,STRONG,,8208|0808|1982,2403|1986|8603|0324|8624,2012|1215|1512|1212,1025|9710|2510|9725|1997
U0307,0000,4,1982-04-23,1978-06-26,2015-01-12,2005-06-13,WEAK,COMMON_PATTERN,8204|0423|2304|8223|1982,7826|1978|0626|2606|7806,1201|1501|0112|1512|2015,0506|0613|0513|1306|2005
U0308,5620,4,1976-06-14,1976-11-07,2011-01-01,2010-07-08,STRONG,,1406|1976|7614|7606|0614,1107|7611|1976|7607|0711,2011|1101|0101,2010|1007|1008|0807|0708
U0309,0829,4,1995-07-05,1994-08-29,2022-08-21,1999-03-14,WEAK,DEMOGRAPHIC_SPOUSE,9505|9507|1995|0507|0705,0829|1994|9429|2908|9408,0821|2208|2022|2221|2108,1999|9914|1403|0314|9903
U0310,9819,4,1998-05-19,2003-12-03,2018-06-14,1995-10-14,WEAK,DEMOGRAPHIC_SELF,9805|1905|9819|1998|0519,0312|2003|0303|1203,1406|1806|2018|1814|0614,1410|9514|1014|1995|9510
U0311,1103,4,1995-09-08,1991-04-16,2011-12-03,2007-03-26,WEAK,DEMOGRAPHIC_PET,9508|0809|1995|0908|9509,9116|0416|9104|1604|1991,1103|1203|1112|2011|0312,0726|2603|0326|0703|2007
U0312,1234,4,1989-12-04,1992-09-14,2010-06-17,1999-09-25,WEAK,COMMON_PATTERN,1204|8912|8904|0412|1989,1409|9209|9214|1992|0914,2010|1006|1706|1017|0617,9909|0925|1999|9925|2509
U0313,2540,4,1975-04-09,1973-03-29,2015-04-16,2020-05-24,STRONG,,1975|0409|7504|0904|7509,2903|1973|7303|0329|7329,1504|0416|1516|1604|2015,0524|2020|2405|2024|2005
U0314,1234,4,1988-02-04,1988-12-27,2019-04-30,2022-01-22,WEAK,COMMON_PATTERN,8804|8802|1988|0204|0402,8827|1227|2712|8812|1988,0430|1930|2019|1904|3004,2201|2222|0122|2022
U0315,8502,4,1981-10-28,1985-02-05,2013-05-28,2005-05-01,WEAK,DEMOGRAPHIC_SPOUSE,1981|8128|1028|8110|2810,0205|0502|8502|8505|1985,2013|2805|1305|1328|0528,0505|0501|2005|0105
U0316,4014,4,1990-03-01,1987-12-26,2022-02-10,2021-03-17,STRONG,,1990|0301|9001|0103|9003,8712|1987|2612|8726|1226,1002|0210|2210|2022|2202,1703|2021|2103|0317|2117
U0317,2108,4,1997-02-09,2002-12-10,2020-08-21,1998-09-08,WEAK,DEMOGRAPHIC_PET,0902|9709|9702|0209|1997,0212|1210|0210|1012|2002,0821|2021|2108|2008|2020,1998|0809|0908|9808|9809
U0318,1234,4,1993-08-23,1991-10-20,2010-03-06,2018-08-26,WEAK,COMMON_PATTERN,2308|0823|1993|9308|9323,2010|9120|9110|1020|1991,2010|1006|0306|1003|0603,0826|1826|2018|2608|1808
U0319,6258,4,1970-11-04,1975-03-05,2019-09-03,2011-04-03,STRONG,,7011|1970|0411|1104|7004,1975|0503|0305|7505|7503,2019|0309|1903|1909|0903,1103|1104|0403|2011|0304
U0320,4007,4,1983-02-26,1987-04-13,2016-08-03,2017-09-28,STRONG,,8326|1983|2602|8302|0226,0413|1987|1304|8713|8704,0308|2016|0803|1608|1603,0928|2809|1709|1728|2017
U0321,0322,4,1977-04-12,1973-06-08,2017-03-22,2021-04-17,WEAK,DEMOGRAPHIC_PET,1204|7712|0412|1977|7704,0806|7308|0608|1973|7306,1703|2203|1722|0322|2017,2021|0417|1704|2104|2117
U0322,6346,4,1975-01-18,1977-11-03,2018-08-17,2011-10-25,STRONG,,1975|0118|7518|1801|7501,0311|1103|7711|7703|1977,0817|1708|1817|2018|1808,1025|2510|1110|2011|1125
U0323,2012,4,1997-07-03,2000-07-09,2012-02-11,2002-02-14,WEAK,DEMOGRAPHIC_PET,9707|1997|0703|9703|0307,0009|0007|0709|0907|2000,1102|0211|2012|1202|1211,0214|0202|1402|2002
U0324,3250,4,1974-06-13,1974-02-21,2013-07-31,1995-02-01,STRONG,,0613|1974|1306|7413|7406,7402|7421|1974|2102|0221,1307|1331|2013|0731|3107,9501|0102|0201|1995|9502
U0325,0262,4,1972-07-29,1976-06-30,2023-12-08,1997-12-11,STRONG,,2907|7207|7229|0729|1972,3006|1976|0630|7630|7606,2308|2312|1208|0812|2023,9712|1112|1997|9711|1211
U0326,3162,4,1982-04-23,1983-01-30,2022-10-12,2003-05-18,STRONG,,8204|0423|2304|8223|1982,0130|8330|1983|8301|3001,1210|2022|2210|2212|1012,0318|0305|1805|0518|2003
U0327,9092,4,2002-10-26,2007-07-08,2018-10-09,2011-08-17,STRONG,,0210|0226|2610|1026|2002,2007|0708|0707|0807,0910|1810|2018|1809|1009,1708|0817|1108|2011|1117
U0328,2133,4,1970-04-10,1967-11-07,2013-10-30,1995-02-08,STRONG,,1970|0410|1004|7004|7010,1107|1967|6707|0711|6711,1310|3010|1330|2013|1030,0208|9508|1995|9502|0802
U0329,9065,4,1992-11-03,1991-05-04,2018-07-21,2009-07-22,STRONG,,0311|1103|9211|1992|9203,9104|9105|0504|0405|1991,2107|1821|1807|2018|0721,2207|2009|0922|0907|0722
U0330,5491,4,1994-05-07,1990-02-19,2017-11-21,2014-03-27,STRONG,,9405|9407|0507|1994|0705,1990|9019|9002|0219|1902,1721|2111|1121|1711|2017,2703|1403|2014|0327|1427
U0331,1234,4,1987-11-07,1989-02-20,2021-07-15,2005-01-05,WEAK,COMMON_PATTERN,1107|8707|1987|8711|0711,0220|8920|8902|1989|2002,2021|2115|2107|0715|1507,0505|0501|2005|0105
U0332,0000,4,1990-04-06,1992-05-15,2013-10-24,2004-05-04,WEAK,COMMON_PATTERN,1990|0406|9004|9006|0604,9215|0515|1505|1992|9205,1310|2013|2410|1324|1024,2004|0405|0504|0404
U0333,1212,4,1976-01-07,1971-08-23,2023-05-13,1995-12-06,WEAK,COMMON_PATTERN,7601|0107|1976|7607|0701,2308|0823|1971|7123|7108,2313|2305|1305|0513|2023,9512|1206|1995|0612|9506
U0334,2323,4,1986-05-15,1981-07-15,2023-10-23,2017-03-25,WEAK,DEMOGRAPHIC_PET,8615|0515|1986|1505|8605,1981|0715|1507|8115|8107,2310|1023|2023|2323,1703|0325|1725|2017|2503
U0335,2798,4,1991-02-04,1993-01-16,2014-04-10,2005-01-25,STRONG,,9102|9104|0204|1991|0402,9316|0116|1993|1601|9301,1410|0410|1004|1404|2014,0125|2501|0525|0501|2005
U0336,2861,4,1988-07-13,1986-01-03,2023-04-28,2023-10-21,STRONG,,1307|0713|8813|8807|1988,8601|1986|8603|0301|0103,2304|0428|2023|2804|2328,2310|2321|1021|2110|2023
U0337,1341,4,1981-03-26,1984-10-28,2015-03-17,1997-11-12,STRONG,,8103|8126|1981|0326|2603,8410|1028|2810|8428|1984,1703|0317|1517|1503|2015,9712|1112|1997|9711|1211
U0338,8303,4,1973-12-27,1976-07-07,2016-05-18,2020-10-11,STRONG,,1227|1973|7327|2712|7312,7607|0707|1976,1618|2016|1805|0518|1605,2010|1110|2011|2020|1011
U0339,0815,4,2002-07-07,2000-09-20,2023-08-15,2008-07-17,WEAK,DEMOGRAPHIC_PET,0207|0707|2002,0009|2009|0920|0020|2000,1508|2315|0815|2308|2023,1707|0817|0717|0807|2008
U0340,1212,4,1993-01-01,1992-06-22,2017-08-24,2001-10-22,WEAK,COMMON_PATTERN,1993|9301|0101,0622|2206|9206|1992|9222,1708|1724|0824|2408|2017,1022|0122|2001|2210|0110
U0341,7777,4,1989-09-15,1991-05-08,2010-03-26,2015-12-06,WEAK,COMMON_PATTERN,8909|8915|1509|0915|1989,9105|0508|0805|9108|1991,2010|1003|0326|2603|1026,1206|1506|1512|0612|2015
U0342,6004,4,1975-01-09,1980-09-11,2018-12-01,2019-09-26,STRONG,,1975|0109|0901|7501|7509,0911|8009|1980|1109|8011,1201|0112|1812|2018|1801,2019|0926|2609|1909|1926
U0343,0329,4,1978-10-21,1976-11-01,2011-03-29,1999-03-19,WEAK,DEMOGRAPHIC_PET,7821|1978|7810|1021|2110,7601|7611|1976|0111|1101,1103|2903|1129|2011|0329,9919|0319|1999|1903|9903
U0344,1111,4,1979-10-27,1978-12-29,2022-04-20,2001-10-07,WEAK,COMMON_PATTERN,7927|7910|2710|1979|1027,7812|2912|1978|7829|1229,0420|2220|2004|2022|2204,1007|0107|0710|2001|0110
U0345,7777,4,1993-04-01,1996-08-15,2016-02-22,2018-05-15,WEAK,COMMON_PATTERN,1993|0401|0104|9301|9304,1508|0815|1996|9608|9615,1602|1622|2016|0222|2202,0515|1505|1815|2018|1805
U0346,2304,4,1989-06-17,1992-12-15,2023-08-04,2015-06-10,WEAK,DEMOGRAPHIC_PET,8906|8917|1706|0617|1989,9215|9212|1512|1215|1992,0804|2308|0408|2304|2023,1006|1506|0610|1510|2015
U0347,7777,4,2002-03-14,2002-10-31,2022-08-28,1999-06-08,WEAK,COMMON_PATTERN,0214|1403|0314|0203|2002,1031|3110|0210|0231|2002,2208|2808|0828|2228|2022,0806|0608|1999|9908|9906
U0348,0757,4,1994-10-18,1998-05-19,2020-07-04,1999-02-11,STRONG,,9418|9410|1018|1810|1994,9805|1905|9819|1998|0519,2004|0704|0407|2007|2020,1102|0211|9911|1999|9902
U0349,0670,4,1988-01-15,1992-10-13,2017-01-02,2004-10-10,STRONG,,8801|1501|0115|8815|1988,1310|9210|1013|9213|1992,0102|1701|0201|1702|2017,1010|2004|0410
U0350,0732,4,1970-05-13,1966-10-09,2018-05-28,2022-08-12,STRONG,,7005|1970|1305|0513|7013,6609|0910|6610|1966|1009,2805|1828|0528|1805|2018,2208|2022|1208|0812|2212
U0351,2005,4,2003-11-13,2005-03-17,2021-07-13,2007-11-28,WEAK,DEMOGRAPHIC_SPOUSE,0311|1113|1311|0313|2003,1703|0317|0503|0517|2005,1307|2021|0713|2107|2113,1128|0728|2811|0711|2007
U0352,1234,4,1970-02-15,1971-09-17,2010-08-10,2011-02-07,WEAK,COMMON_PATTERN,7015|1970|1502|0215|7002,1709|1971|7117|7109|0917,2010|1008|1010|0810,1107|1102|0702|0207|2011
U0353,2004,4,1972-04-20,1969-08-29,2014-07-18,2004-12-15,WEAK,"DEMOGRAPHIC_SELF,DEMOGRAPHIC_ANNIVERSARY",0420|2004|7204|7220|1972,1969|0829|6908|2908|6929,1418|0718|1407|1807|2014,2004|1512|1215|0412|0415
U0354,0723,4,1983-02-03,1983-12-10,2013-07-23,2006-12-19,WEAK,DEMOGRAPHIC_PET,0302|1983|8302|8303|0203,1983|1210|8312|1012|8310,1307|2013|1323|2307|0723,2006|1219|1912|0619|0612
U0355,2013,4,1972-08-18,1976-12-06,2013-09-11,2012-05-20,WEAK,DEMOGRAPHIC_PET,7218|7208|1808|1972|0818,1976|7612|1206|0612|7606,0911|2013|1309|1311|1109,1205|2012|0520|1220|2005
U0356,0209,4,1997-05-21,1996-02-09,2021-04-17,2002-01-16,WEAK,DEMOGRAPHIC_SPOUSE,9705|0521|2105|1997|9721,9602|0902|1996|0209|9609,2021|0417|1704|2104|2117,0116|0201|1601|0216|2002
U0357,8079,4,1987-06-06,1989-01-29,2018-01-18,2022-01-23,STRONG,,0606|8706|1987,0129|8901|2901|8929|1989,1818|2018|0118|1801,2301|0123|2022|2201|2223
U0358,1006,4,1992-11-16,1988-09-13,2010-03-06,2004-11-11,WEAK,DEMOGRAPHIC_PET,9211|1992|1611|1116|9216,0913|1309|8813|8809|1988,2010|1006|0306|1003|0603,2004|0411|1111
U0359,8799,4,1981-10-21,1980-02-05,2020-02-24,2019-01-24,STRONG,,8121|1981|1021|2110|8110,8005|0502|1980|0205|8002,0224|2024|2020|2402|2002,2019|1901|2401|1924|0124
U0360,1150,4,1996-04-12,1996-06-20,2016-03-31,1995-06-06,STRONG,,1204|1996|9612|0412|9604,9620|2006|1996|9606|0620,3103|2016|1631|0331|1603,0606|1995|9506
U0361,0000,4,1972-01-28,1975-03-26,2023-01-07,1997-02-19,WEAK,COMMON_PATTERN,7201|7228|2801|0128|1972,1975|0326|2603|7503|7526,0107|2301|2307|0701|2023,9702|1997|0219|1902|9719
U0362,5509,4,1988-09-04,1991-11-29,2012-11-05,2010-08-19,STRONG,,8804|0409|0904|8809|1988,9129|1129|2911|1991|9111,1105|0511|1205|2012|1211,2010|1008|1019|1908|0819
U0363,0807,4,1985-07-08,1989-07-05,2019-01-19,1995-07-16,WEAK,DEMOGRAPHIC_SELF,8507|0807|8508|0708|1985,8907|8905|0507|0705|1989,1919|0119|1901|2019,9507|1607|1995|9516|0716
U0364,2580,4,1980-07-04,1985-09-13,2017-08-12,2000-08-14,WEAK,COMMON_PATTERN,8007|8004|0704|1980|0407,0913|1309|8513|8509|1985,1708|1712|1208|0812|2017,1408|0814|0014|2000|0008
U0365,2819,4,2001-02-20,2006-07-28,2012-12-17,2023-01-12,STRONG,,0220|0120|0102|2001|2002,0728|2006|2807|0628|0607,2012|1712|1212|1217,1201|2312|0112|2301|2023
U0366,1212,4,1986-07-20,1989-10-01,2016-12-14,2019-01-16,WEAK,COMMON_PATTERN,0720|8607|1986|2007|8620,8901|1001|8910|1989|0110,1612|2016|1214|1614|1412,2019|0116|1601|1916|1901
U0367,2310,4,1985-08-29,1986-08-04,2017-12-24,2023-10-06,WEAK,DEMOGRAPHIC_ANNIVERSARY,0829|8508|8529|2908|1985,0804|1986|0408|8604|8608,1724|2412|1224|1712|2017,2310|1006|0610|2306|2023
U0368,1801,4,1987-01-18,1989-07-17,2017-09-26,2003-03-12,WEAK,DEMOGRAPHIC_SELF,8718|0118|1987|1801|8701,1707|8907|0717|8917|1989,1709|0926|2609|1726|2017,0312|0303|2003|1203
U0369,9210,4,1988-01-01,1992-10-16,2012-04-01,2002-11-29,WEAK,DEMOGRAPHIC_SPOUSE,1988|8801|0101,1016|9210|1610|1992|9216,1201|1204|0401|0104|2012,0211|1129|2911|0229|2002
U0370,1975,4,1972-07-08,1975-07-23,2021-10-17,2002-12-31,WEAK,DEMOGRAPHIC_SPOUSE,7207|0807|7208|1972|0708,1975|7523|7507|2307|0723,2021|1710|1017|2110|2117,0212|1231|0231|3112|2002
U0371,4064,4,1986-02-24,1983-04-20,2020-04-27,2021-10-26,STRONG,,1986|0224|8624|8602|2402,0420|2004|1983|8304|8320,2027|2004|0427|2704|2020,2021|2126|2610|2110|1026
U0372,1223,4,1990-07-31,1995-10-04,2021-02-03,2004-12-23,WEAK,DEMOGRAPHIC_ANNIVERSARY,1990|9031|0731|3107|9007,1995|0410|1004|9510|9504,0302|2021|2103|2102|0203,2004|2312|0423|0412|1223
U0373,1111,4,1996-10-09,1991-02-14,2018-11-29,2000-08-09,WEAK,COMMON_PATTERN,9610|0910|1996|9609|1009,0214|9102|9114|1991|1402,1829|2018|1129|2911|1811,0009|0809|0908|2000|0008
U0374,8506,4,1981-01-03,1985-06-29,2011-03-17,2017-10-18,WEAK,DEMOGRAPHIC_SPOUSE,8103|1981|0301|8101|0103,0629|2906|8529|8506|1985,1703|1103|0317|2011|1117,1018|1710|1810|1718|2017
U0375,0000,4,2003-03-23,1999-04-16,2017-09-02,2018-05-03,WEAK,COMMON_PATTERN,2303|0323|0303|2003,0416|1604|9904|1999|9916,0902|1709|0209|1702|2017,0503|2018|0305|1805|1803
